2.0555353330564685e-5	O96028	0.01
3.544900755514391e-5	D6R937	0.01
5.4723441280657426e-5	O00716	0.01
8.327118121087551e-5	E9PQ74	0.01
9.223996312357485e-5	Q96LW4	0.01
1.5716528287157416e-4	H7BZ81	0.01
2.786915865726769e-4	P19532	0.01
3.4098513424396515e-4	Q9BTE1	0.01
3.496641875244677e-4	I3L4Z6	0.01
3.5814466536976397e-4	H0YIV3	0.01
3.970789257436991e-4	Q99697	0.01
3.971285477746278e-4	O14657	0.01
4.165611753705889e-4	Q96C03	0.01
4.179026873316616e-4	Q9NRY4	0.01
5.024350248277187e-4	P17040	0.01
5.46057359315455e-4	Q8TDD5	0.01
5.583110614679754e-4	I3L2V8	0.01
6.894259713590145e-4	Q7KZI7	0.01
7.879994809627533e-4	Q9H501	0.01
8.582046139054e-4	E5RHD5	0.01
8.981454302556813e-4	Q6P4F2	0.01
9.689524304121733e-4	F8VZL7	0.01
0.0010050933342427015	Q96ST3	0.01
0.001013743574731052	F8WF03	0.01
0.0010264657903462648	A0A087WVH4	0.01
0.0011133903171867132	Q6J4K2	0.01
0.0011148019693791866	Q9NSI6	0.01
0.0012038575951009989	Q8NCA9	0.01
0.0012042057933285832	Q9Y305	0.01
0.0013223241548985243	Q6XYB7	0.01
0.0013309214264154434	Q96CB8	0.01
0.0013490235432982445	Q8N434	0.01
0.0014035271015018225	Q8IWF2	0.01
0.0014132879441604018	P43243	0.01
0.0015129934763535857	Q5TGI0	0.01
0.0015142358606681228	P62873	0.01
0.0015642382204532623	J3QR65	0.01
0.0015756917418912053	O60671	0.01
0.001576258335262537	O75718	0.01
0.0016221103724092245	Q6WKZ4	0.01
0.0016283320728689432	Q86XP1	0.01
0.0016799323493614793	Q92604	0.01
0.0016995057230815291	F8W9W7	0.01
0.0017265316564589739	Q8IV63	0.01
0.0017321663908660412	Q9H7F0	0.01
0.0017360011115670204	P60866	0.01
0.0017546007875353098	Q96IQ9	0.01
0.0017743059433996677	Q8NDT2	0.01
0.0018177577294409275	P08621	0.01
0.0018483393359929323	A8K0R7	0.01
0.0018629591213539243	Q15937	0.01
0.0018824554281309247	Q9Y4E1	0.01
0.0018842412391677499	Q9NPA0	0.01
0.0019702576100826263	Q96I45	0.01
0.002018671715632081	P51687	0.01
0.0020210915245115757	Q8WWH5	0.01
0.002021331340074539	Q8N8R5	0.01
0.0020246151834726334	O15534	0.01
0.0020406213589012623	Q9NY27	0.01
0.0020498877856880426	F5GWR1	0.01
0.0020620173308998346	Q6UUV9	0.01
0.0021136028226464987	Q9BQF6	0.01
0.002128527732565999	D6R9B3	0.01
0.002248274628072977	S4R347	0.01
0.002248800825327635	Q8N0U8	0.01
0.002346112160012126	Q96CW1	0.01
0.002369264606386423	K7EII2	0.01
0.0024444679729640484	J9JII2	0.01
0.0024544198531657457	Q96DT7	0.01
0.0025085180532187223	P55036	0.01
0.0025270080659538507	Q68DU7	0.01
0.002540897112339735	Q2VPB7	0.01
0.0025891431141644716	Q15022	0.01
0.0025975191965699196	P78527	0.01
0.002602057298645377	O94915	0.01
0.0026131807826459408	P41161	0.01
0.0026241468731313944	H0YB84	0.01
0.0026366477832198143	Q9NRE2	0.01
0.002673966810107231	Q5JY65	0.01
0.0026911674067378044	Q9BR54	0.01
0.0027105757035315037	P56703	0.01
0.002728210063651204	Q15554	0.01
0.0027360841631889343	F8WA47	0.01
0.0027590026147663593	P0C7T5	0.01
0.002779734553769231	Q15637	0.01
0.0028098805341869593	P55265	0.01
0.002883894369006157	M0R1N2	0.01
0.002894412958994508	Q99460	0.01
0.002905749948695302	A6NFS0	0.01
0.002921933773905039	J3QSF6	0.01
0.0029378198087215424	Q8WWB5	0.01
0.002953470451757312	O95396	0.01
0.0029674051329493523	Q99592	0.01
0.002993309637531638	A0A0C4DFM2	0.01
0.003011043881997466	Q96K62	0.01
0.0031049333047121763	P35658	0.01
0.0031216901261359453	Q9H8T0	0.01
0.003141154767945409	P63165	0.01
0.003175178775563836	Q496Y0	0.01
0.0032592464704066515	P24863	0.01
0.003260938450694084	Q14244	0.01
0.0032630786299705505	D6RAU7	0.01
0.003286524675786495	Q75N03	0.01
0.003296846989542246	P49207	0.01
0.00330164167098701	O60287	0.01
0.0033051108475774527	P55347	0.01
0.003351896768435836	O43149	0.01
0.003352234372869134	Q9BYT1	0.01
