Q9UPP2	-15.876710891723633
Q8IWE4	-15.809706687927246
Q9Y5V0	-14.89824822038645
F5H3I8	-14.012991905212402
Q16543	-13.577923661107548
Q96GX5	-13.515835762023926
Q9BTD8	-12.980052947998047
Q15027	-12.24229144025594
Q9P1F3	-11.627294540405273
Q9NYJ1	-11.268338797381148
P17509	-11.2516508102417
Q9NX55	-11.2083101272583
Q53T94	-11.141894340515137
Q14011	-11.025794269517064
F8VZA2	-10.855541344033554
P55201	-10.831175535917282
Q14573	-10.557095979107544
M0QYY4	-10.426959991455078
O75815	-10.21747742081061
F6VXT0	-10.143979453947395
Q96Q45	-10.052628517150879
Q7Z628	-9.927893684245646
K7EJJ7	-9.831600929610431
Q14207	-9.821335157379508
E9PCM6	-9.757143020629883
Q8NAN2	-9.62847900390625
Q8ND82	-9.61588329076767
Q8TF76	-9.553380012512207
Q7Z417	-9.513830448500812
O00505	-9.437786881346256
P0DI82	-9.411355018615723
Q15811	-9.381887445226312
E9PGC8	-9.373913580435328
Q96EB6	-9.346482276916504
C9J6Y5	-9.313440322875977
P30050	-9.102639198303223
O75164	-9.094962170813233
E9PJD0	-9.07493782043457
C9JIR6	-9.068779142573476
Q8WVC0	-9.04917280562222
Q96T58	-8.983261585235596
P51991	-8.9037208231166
P01116	-8.84316349029541
O43805	-8.820503234863281
J3QLK5	-8.79541301727295
Q5T200	-8.774076535366476
Q9H4L4	-8.77314007258974
Q3V6T2	-8.767694741487503
G3V3N9	-8.657788276672363
Q96EV2	-8.629363059997559
Q9Y4H2	-8.627842927351594
H0YK42	-8.579562155529857
P49790	-8.511924827471375
P58546	-8.441130037070252
Q8N163	-8.333182334899902
O43301	-8.326788306236267
O75886	-8.269876480102539
F5GXC4	-8.232658386230469
H0YHH4	-8.189255714416504
P56945	-8.18561851803679
Q5SYE7	-8.137008657678962
P62834	-8.078221321105957
E5RJD5	-8.014615058898926
J3KSY6	-8.00932788848877
Q8N3D4	-7.967134898877703
Q9NYZ1	-7.924545727670193
C9J722	-7.906271934509277
P37231	-7.898866346105933
Q9NTW7	-7.879216194152832
Q92844	-7.853918075561523
C9JC73	-7.832673728466034
A0A0C4DGG9	-7.70203256001696
K7EPV0	-7.617037296295166
P48634	-7.614140510559082
P31321	-7.548323154449463
Q96JP5	-7.5134091031504795
Q08945	-7.473918437957764
Q13615	-7.439820766448975
O60830	-7.43881893157959
P62745	-7.40840360623406
O43318	-7.390090036205947
Q9ULL5	-7.273072242736816
O95907	-7.272183418273926
Q6AI08	-7.169525146484375
O14618	-7.097151780501008
Q96B97	-7.063591350801289
Q14781	-7.0499693509191275
Q15059	-7.027948633767664
P98196	-6.951166843995452
O60293	-6.938655267469585
O95707	-6.892743062227964
P17987	-6.878992120735347
Q99729	-6.794455429539084
Q7Z4R8	-6.7939094714820385
Q14232	-6.773061295039952
Q8NDH3	-6.718466758728027
E9PPK0	-6.7156476974487305
P16104	-6.687089920043945
O60675	-6.647327238693833
Q9UBR2	-6.645564262755215
H0YMU0	-6.612462748773396
Q9ULV0	-6.609196662902832
P30085	-6.584176540374756
E9PIB0	-6.524672985076904
Q8N9B5	-6.512773513793945
Q9NTI2	-6.491860433947295
Q9ULJ3	-6.491547287907451
Q9NPF5	-6.487461090087891
Q96CV9	-6.437645198777318
G3V3B0	-6.398364007472992
O14617	-6.380063321441412
Q9NP72	-6.376744747161865
Q5JX01	-6.371815204620361
Q9Y4W2	-6.367542832856998
H7C1V4	-6.358435153961182
Q92609	-6.340919494628906
Q9NX14	-6.332679271697998
Q8NCN4	-6.307608127593994
Q92766	-6.280770227313042
Q96BZ8	-6.233205795288086
Q8NDX6	-6.2317891120910645
P48681	-6.217272010748275
Q8IVD9	-6.201577186584473
A0A096LNQ7	-6.19973453017883
Q9BYJ9	-6.198956546373665
Q9UPP1	-6.1798107624053955
E9PRC3	-6.179791118949652
Q92831	-6.175158995203674
Q9NVM6	-6.138106346130371
Q9BTE3	-6.094902951270342
P31948	-6.08491698699072
Q96BY7	-6.076240262016654
Q9UK76	-6.066992998123169
H7C4C5	-6.041102513670921
Q9H7L9	-6.028934478759766
P09132	-5.991079429164529
P67809	-5.964428901672363
Q8TAM1	-5.928953390568495
Q2M2I5	-5.928475379943848
Q9H2F5	-5.891073816455901
Q5T653	-5.8839006423950195
C9J172	-5.876494092401117
Q8WUB8	-5.8394387317530345
O00461	-5.807340145111084
A0A075B6E4	-5.784652848728001
Q9Y2D5	-5.780879974365234
Q9P0M6	-5.765722274780273
Q8TER5	-5.75847197137773
P49207	-5.756662845611572
Q9UKU7	-5.746572971343994
P53597	-5.722345352172852
O75832	-5.719001293182373
Q9BY89	-5.6966023882851005
Q12888	-5.692753307055682
P61020	-5.678621550556272
Q12851	-5.633770775049925
A0A0J9YXT7	-5.620059490203857
Q70Z53	-5.615264415740967
O75379	-5.5949835777282715
Q8NEG7	-5.558673673775047
Q9NQ86	-5.53871807269752
Q8NBX0	-5.535866742633516
Q8N4Q0	-5.5253658960573375
P0DMU8	-5.492180347442627
Q76L83	-5.472914695739746
Q8TE49	-5.371610641479492
Q9NR31	-5.355956686660647
B1AHA8	-5.355374075472355
Q9P0L2	-5.348550796508789
X6R717	-5.327574089169502
Q92794	-5.322102069854736
Q96JG6	-5.283660888671875
F8VPF2	-5.279208758845925
Q13085	-5.264980316162109
Q9UM47	-5.258378028869629
Q9H0K1	-5.253540909849107
P35711	-5.233707087580115
Q9H0E9	-5.233096009120345
O75717	-5.2137861251831055
Q8N697	-5.203411456430331
Q15262	-5.1888536140322685
P62906	-5.171525955200195
Q9BX66	-5.135183562757447
Q9NRX4	-5.126370694488287
Q8WWQ0	-5.1051025390625
P15313	-5.101607799530029
Q6P1R4	-5.099733829498291
K7EJN4	-5.09267368959263
P63098	-5.09179797116667
Q5TA58	-5.04664421081543
P05166	-5.0254998207092285
Q8TBC3	-5.024262739345431
Q9Y6R4	-5.011488098651171
C9J8C6	-4.9916600696742535
O00178	-4.986477375030518
Q9H9A5	-4.985314358957112
Q8NEU8	-4.954120635986328
P50548	-4.942951202392578
Q14CX7	-4.941760115325451
Q9NSK0	-4.928991399239749
P23508	-4.921227087266743
M0R2I3	-4.920535564422607
O60308	-4.8988261222839355
E7EMA0	-4.897169069270603
C9JVC8	-4.884598731994629
Q6IPX3	-4.865531921386719
Q1KMD3	-4.863434791564941
P04792	-4.862459070049226
Q13217	-4.821194928372279
P57740	-4.810479170642793
P51965	-4.793095916043967
Q92785	-4.790240521077067
O95251	-4.779536247253418
Q8IZE3	-4.778050658060238
H0YAR3	-4.767098525539041
P51149	-4.747817184776068
Q13428	-4.738589001819491
Q13572	-4.730675524100661
Q14596	-4.7082728324458
A0A075B754	-4.697780132293701
