P51888	-2.4912424087524414
Q15858	-2.3761534690856934
Q5JUB8	-2.3367300033569336
O00339	-2.2213542461395264
H0YDH6	-2.019664764404297
O76076	-2.0065292716026306
O00222	-1.9994508028030396
P22003	-1.9817380905151367
C9JAX3	-1.9534351825714111
Q9BQJ4	-1.9489636421203613
P48431	-1.9407827854156494
Q15746	-1.9284085631370544
O95267	-1.9203846454620361
Q02763	-1.8326772451400757
Q2M3V2	-1.7951098680496216
Q92187	-1.7928754091262817
Q12955	-1.781833678483963
H0Y7M9	-1.7686858475208282
Q9UJU5	-1.734095573425293
O00482	-1.7315226793289185
Q6UWH4	-1.7172502279281616
Q9H3M7	-1.684629201889038
Q8IV03	-1.6763321161270142
P05408	-1.670588731765747
Q9UNL4	-1.662442147731781
Q96LC9	-1.6538770198822021
D6RAU4	-1.6481545120477676
B1B1G3	-1.6302977800369263
Q9Y2J8	-1.619391918182373
P04275	-1.6167165637016296
P57771	-1.6128756999969482
Q00005	-1.5951621532440186
E9PQ74	-1.5733858346939087
O94933	-1.5683643817901611
D6RGJ3	-1.5680571794509888
Q9ULQ0	-1.565337598323822
O15409	-1.562450885772705
Q9UJ37	-1.5442368984222412
O96014	-1.5172991752624512
O43704	-1.499711036682129
O60245	-1.4801289439201355
Q6ZSZ6	-1.4751556515693665
Q9NX95	-1.4750005006790161
Q06945	-1.4675687551498413
K7EKJ4	-1.4271838665008545
Q9H6Z9	-1.4114549160003662
Q6PCE3	-1.4081550240516663
Q9H7C4	-1.4067224264144897
F8WB10	-1.3876720666885376
B2CW77	-1.3869242668151855
O43623	-1.3860129117965698
Q8TE58	-1.3800002336502075
Q9Y5X5	-1.3721165657043457
O76090	-1.3665308952331543
P0C0S8	-1.362660527229309
Q6NXG1	-1.3617274761199951
P28289	-1.3597557544708252
Q7Z2D5	-1.3590233325958252
I3L1V9	-1.3575137853622437
Q9P2P5	-1.3557730913162231
A6NIW2	-1.3544738292694092
Q96FE7	-1.3272457122802734
Q6UXD1	-1.3272345066070557
H3BQN5	-1.3158100843429565
O60320	-1.3139612674713135
P46531	-1.3080728948116302
O95185	-1.3075591325759888
P58005	-1.2946792840957642
Q8IVL1	-1.2921282052993774
Q8N3C7	-1.2794312238693237
Q9NZU1	-1.2757681980729103
Q02363	-1.2605634927749634
Q6DT37	-1.2550922632217407
Q02487	-1.2511721849441528
P48145	-1.2510133981704712
H0YMY6	-1.245888113975525
Q93077	-1.2446601390838623
Q9BX66	-1.2421328127384186
Q16620	-1.2277922630310059
Q9Y2E5	-1.218468427658081
A6PWC8	-1.215481162071228
Q13740	-1.2083237767219543
Q8IX30	-1.20698881149292
P35712	-1.1998004913330078
D6RJH4	-1.1938693523406982
Q99735	-1.1934473514556885
Q99985	-1.1911052465438843
P10721	-1.1909918785095215
Q9HDC5	-1.1893489360809326
Q15782	-1.1893219947814941
Q9BTA0	-1.1853946447372437
P36959	-1.1819303035736084
Q9Y2I6	-1.1778137683868408
O95049	-1.1746865510940552
Q9Y6K8	-1.1709256172180176
Q16621	-1.1691129207611084
Q9Y2Y9	-1.165794849395752
Q9UQ26	-1.1617275476455688
Q96B86	-1.1555105447769165
O43825	-1.1384323835372925
Q9UPQ0	-1.1180657148361206
Q6ZMQ8	-1.117645263671875
O75333	-1.1072547435760498
Q9H0Q3	-1.1015563011169434
B8ZZK0	-1.1010301113128662
P54826	-1.0988759994506836
Q86UU0	-1.0934620797634125
Q8NFP4	-1.0922493934631348
Q99966	-1.0909839868545532
Q96A56	-1.0896810293197632
H7C605	-1.0894715785980225
D6RBI3	-1.0873781442642212
Q9P2E7	-1.079729676246643
Q10586	-1.0796401500701904
Q9BT23	-1.072353258728981
Q9H8H3	-1.0716372728347778
O75553	-1.0672593116760254
S4R3U5	-1.0645171403884888
Q9ULK6	-1.0623327493667603
Q5T6P2	-1.0619715452194214
Q32M84	-1.0587762594223022
P21802	-1.0586682558059692
B0ZBF6	-1.0545896291732788
Q5T1F3	-1.0515739917755127
F6RAZ1	-1.0485822260379791
M0QZ12	-1.0480292961001396
C9JAZ7	-1.0479997992515564
Q9Y6N8	-1.0477179288864136
Q10571	-1.04644775390625
F5H237	-1.0461211204528809
P07585	-1.0450793504714966
Q15256	-1.0419864654541016
P30556	-1.0414706468582153
P05412	-1.0414068698883057
Q86YV6	-1.0339451432228088
Q12860	-1.0311055183410645
O14967	-1.029152661561966
A6NGC4	-1.0275334119796753
Q16778	-1.0258616209030151
I3L2J0	-1.0202481150627136
P05026	-1.0193808376789093
Q9C0D0	-1.0127061605453491
Q8N111	-1.012008786201477
P78310	-1.0108391046524048
A8MQ27	-1.0042405128479004
Q9NYN1	-1.0033864974975586
P29536	-1.002280831336975
Q9UJD0	-1.0016201734542847
P08922	-1.0006512105464935
Q8TD20	-0.9952934384346008
H0Y7J2	-0.9948213696479797
P11229	-0.9930232167243958
O95936	-0.9856064319610596
G3V4I0	-0.9837753176689148
Q99967	-0.9837274551391602
Q569H4	-0.9833688735961914
H7C3S8	-0.980951800942421
Q9UH77	-0.977784276008606
Q9ULS5	-0.9705345034599304
P02100	-0.9668826758861542
Q9NV29	-0.9649839997291565
Q9HB90	-0.9644998013973236
U3KQP0	-0.9618707299232483
C9J2E1	-0.9618077278137207
Q86VD9	-0.96083831787109375
P58876	-0.9601876735687256
Q9NPI7	-0.9595575332641602
K7EME4	-0.9594645202159882
Q9Y6R1	-0.9594200253486633
